assembly_accession	organism_name	species_key	assembly_level	status	genome_source	assembly_status	assembly_reason	first_pass_status	locus_n_fraction	locus_longest_n_run	locus_low_complexity	warnings	exon	exon_index	reference_nt	reference_aa_start	reference_aa_end	original_coverage	original_callable_fraction	original_identity	original_confidence	protein_model_aa_coverage	sensitive_blast_coverage	sensitive_blast_identity	sensitive_blast_bitscore	exon_verdict	original_n_context
GCA_902825105.1	Syncerus caffer	Syncerus caffer	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_4	4	213	446	516	0.9953051643192489	0.9953051643192489	0.8962264150943396	HIGH	1.0	1.0	0.8933354222222222	295.8	RECOVERED_CONCORDANT	"{""length"": 1140, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_902825105.1	Syncerus caffer	Syncerus caffer	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_5	5	124	517	558	0.9919354838709677	0.9919354838709677	0.9105691056910569	HIGH	1.0	0.9919354838709677	0.8926554237288137	233.2	RECOVERED_CONCORDANT	"{""length"": 323, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_902825105.1	Syncerus caffer	Syncerus caffer	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_6	6	1115	558	929	0.9632286995515695	0.9632286995515695	0.8752327746741154	HIGH	0.9650537634408602	1.0	0.8430500000000001	1232.0	RECOVERED_CONCORDANT	"{""length"": 1274, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_903231385.1	Ovis nivicola lydekkeri	Ovis nivicola	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_1	1	194	1	65	0.9432989690721649	0.9432989690721649	0.8524590163934426	HIGH	0.9846153846153847	0.9690721649484536	0.8125	179.0	RECOVERED_CONCORDANT	"{""length"": 387, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_903231385.1	Ovis nivicola lydekkeri	Ovis nivicola	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_2	2	304	65	166	0.993421052631579	0.993421052631579	0.8940397350993378	HIGH	1.0	1.0	0.8852500000000001	387.0	RECOVERED_CONCORDANT	"{""length"": 503, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_903231385.1	Ovis nivicola lydekkeri	Ovis nivicola	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_3	3	837	167	445	0.959378733572282	0.959378733572282	0.8854296388542964	HIGH	0.9605734767025089	0.98805256869773	0.8597381136638452	983.0	RECOVERED_CONCORDANT	"{""length"": 1163, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_903231385.1	Ovis nivicola lydekkeri	Ovis nivicola	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_4	4	213	446	516	0.8732394366197183	0.8732394366197183	0.8978494623655914	HIGH	0.971830985915493	1.0	0.8800016444444445	282.3	RECOVERED_CONCORDANT	"{""length"": 386, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_903231385.1	Ovis nivicola lydekkeri	Ovis nivicola	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_5	5	124	517	558	0.9919354838709677	0.9919354838709677	0.9024390243902439	HIGH	1.0	0.9919354838709677	0.9130443478260869	196.3	RECOVERED_CONCORDANT	"{""length"": 323, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_903231385.1	Ovis nivicola lydekkeri	Ovis nivicola	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_6	6	1115	558	929	0.9515695067264573	0.9515695067264573	0.8727615457115928	HIGH	0.967741935483871	0.9847533632286996	0.84182	1213.0	RECOVERED_CONCORDANT	"{""length"": 1263, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_905123515.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_1	1	194	1	65	0.8917525773195877	0.8917525773195877	0.8728323699421965	HIGH	1.0	0.8969072164948454	0.8678199999999999	207.0	RECOVERED_CONCORDANT	"{""length"": 373, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_905123515.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_2	2	304	65	166	1.0	1.0	0.9046052631578947	HIGH	1.0	1.0	0.90461	418.0	RECOVERED_CONCORDANT	"{""length"": 504, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_905123515.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_3	3	837	167	445	0.946236559139785	0.946236559139785	0.8825757575757576	HIGH	0.978494623655914	0.966547192353644	0.8640300000000001	966.0	RECOVERED_CONCORDANT	"{""length"": 992, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_905123515.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_4	4	213	446	516	0.9953051643192489	0.9953051643192489	0.9056603773584906	HIGH	0.971830985915493	1.0	0.9022199999999998	304.8	RECOVERED_CONCORDANT	"{""length"": 1140, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_905123515.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_5	5	124	517	558	0.9919354838709677	0.9919354838709677	0.9024390243902439	HIGH	1.0	0.9919354838709677	0.9027783333333335	198.1	RECOVERED_CONCORDANT	"{""length"": 323, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_905123515.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_6	6	1115	558	929	0.9641255605381166	0.9641255605381166	0.8762790697674419	HIGH	0.9650537634408602	1.0	0.84409	1239.0	RECOVERED_CONCORDANT	"{""length"": 1276, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_905123885.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	2.5006107260811775e-05	13.0	True		exon_1	1	194	1	65	0.8917525773195877	0.8917525773195877	0.8728323699421965	HIGH	1.0	0.8969072164948454	0.8678199999999999	207.0	RECOVERED_CONCORDANT	"{""length"": 373, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_905123885.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	2.5006107260811775e-05	13.0	True		exon_2	2	304	65	166	1.0	1.0	0.9046052631578947	HIGH	1.0	1.0	0.90461	418.0	RECOVERED_CONCORDANT	"{""length"": 504, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_905123885.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	2.5006107260811775e-05	13.0	True		exon_3	3	837	167	445	0.946236559139785	0.946236559139785	0.8825757575757576	HIGH	0.978494623655914	0.966547192353644	0.8640300000000001	966.0	RECOVERED_CONCORDANT	"{""length"": 992, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_905123885.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	2.5006107260811775e-05	13.0	True		exon_4	4	213	446	516	0.9953051643192489	0.9953051643192489	0.9056603773584906	HIGH	0.971830985915493	1.0	0.9022199999999998	304.8	RECOVERED_CONCORDANT	"{""length"": 1140, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_905123885.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	2.5006107260811775e-05	13.0	True		exon_5	5	124	517	558	0.9596774193548387	0.9596774193548387	0.8991596638655462	HIGH	1.0	0.9596774193548387	0.9	191.1	RECOVERED_CONCORDANT	"{""length"": 319, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_905123885.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	2.5006107260811775e-05	13.0	True		exon_6	6	1115	558	929	0.9623318385650225	0.9623318385650225	0.875116495806151	HIGH	0.9650537634408602	1.0	0.8406399999999999	1212.0	RECOVERED_CONCORDANT	"{""length"": 1275, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_910594005.1	Cervus elaphus	Cervus elaphus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_1	1	194	1	65	0.9690721649484536	0.9690721649484536	0.8829787234042553	HIGH	1.0	0.9690721649484536	0.88298	241.0	RECOVERED_CONCORDANT	"{""length"": 388, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_910594005.1	Cervus elaphus	Cervus elaphus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_2	2	304	65	166	0.9703947368421053	0.9703947368421053	0.9084745762711864	HIGH	0.9901960784313726	0.9967105263157895	0.8846188782051282	396.0	RECOVERED_CONCORDANT	"{""length"": 1317, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_910594005.1	Cervus elaphus	Cervus elaphus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_3	3	837	167	445	0.980884109916368	0.980884109916368	0.8879415347137637	HIGH	0.989247311827957	1.0	0.8553205208333332	1007.0	RECOVERED_CONCORDANT	"{""length"": 1299, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_910594005.1	Cervus elaphus	Cervus elaphus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_4	4	213	446	516	0.0	0.0	0.0	UNRESOLVED	0.7887323943661971	0.19248826291079812	0.926829268292683	62.9	PARTIAL_OR_CONFLICTING	"{""length"": 0, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": NaN, ""n_runs"": 0}"
GCA_910594005.1	Cervus elaphus	Cervus elaphus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_5	5	124	517	558	0.9919354838709677	0.9919354838709677	0.8943089430894309	HIGH	1.0	0.9919354838709677	0.8943099999999999	164.0	RECOVERED_CONCORDANT	"{""length"": 323, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_910594005.1	Cervus elaphus	Cervus elaphus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_6	6	1115	558	929	0.9551569506726457	0.9551569506726457	0.8741784037558685	HIGH	0.9543010752688172	1.0	0.83498	1209.0	RECOVERED_CONCORDANT	"{""length"": 1265, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_914753205.1	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.009642310690262421	5000.0	True		exon_1	1	194	1	65	0.8917525773195877	0.8917525773195877	0.8728323699421965	HIGH	1.0	0.8969072164948454	0.8678199999999999	207.0	RECOVERED_CONCORDANT	"{""length"": 373, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_914753205.1	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.009642310690262421	5000.0	True		exon_2	2	304	65	166	1.0	1.0	0.9046052631578947	HIGH	1.0	1.0	0.90461	418.0	RECOVERED_CONCORDANT	"{""length"": 504, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_914753205.1	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.009642310690262421	5000.0	True		exon_3	3	837	167	445	0.946236559139785	0.946236559139785	0.8825757575757576	HIGH	0.978494623655914	0.966547192353644	0.8640300000000001	966.0	RECOVERED_CONCORDANT	"{""length"": 992, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_914753205.1	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.009642310690262421	5000.0	True		exon_4	4	213	446	516	0.9953051643192489	0.9953051643192489	0.9056603773584906	HIGH	0.971830985915493	1.0	0.9022199999999998	304.8	RECOVERED_CONCORDANT	"{""length"": 1140, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_914753205.1	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.009642310690262421	5000.0	True		exon_5	5	124	517	558	0.9596774193548387	0.9596774193548387	0.8991596638655462	HIGH	1.0	0.9596774193548387	0.9	191.1	RECOVERED_CONCORDANT	"{""length"": 319, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_914753205.1	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.009642310690262421	5000.0	True		exon_6	6	1115	558	929	0.9641255605381166	0.9641255605381166	0.8734883720930232	HIGH	0.9650537634408602	1.0	0.8414	1225.0	RECOVERED_CONCORDANT	"{""length"": 1276, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_910593805.2	Cervus elaphus	Cervus elaphus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_1	1	194	1	65	0.9690721649484536	0.9690721649484536	0.8829787234042553	HIGH	1.0	0.9690721649484536	0.88298	241.0	RECOVERED_CONCORDANT	"{""length"": 388, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_910593805.2	Cervus elaphus	Cervus elaphus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_2	2	304	65	166	0.9703947368421053	0.9703947368421053	0.9084745762711864	HIGH	0.9901960784313726	0.9967105263157895	0.8846136217948718	396.0	RECOVERED_CONCORDANT	"{""length"": 1317, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_910593805.2	Cervus elaphus	Cervus elaphus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_3	3	837	167	445	0.980884109916368	0.980884109916368	0.8879415347137637	HIGH	0.989247311827957	1.0	0.8553205208333332	1007.0	RECOVERED_CONCORDANT	"{""length"": 1299, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_910593805.2	Cervus elaphus	Cervus elaphus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_4	4	213	446	516	0.0	0.0	0.0	UNRESOLVED	0.8309859154929577	0.19248826291079812	0.926829268292683	62.9	RESCUED_AT_PROTEIN_LEVEL	"{""length"": 0, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": NaN, ""n_runs"": 0}"
GCA_910593805.2	Cervus elaphus	Cervus elaphus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_5	5	124	517	558	0.9919354838709677	0.9919354838709677	0.8861788617886179	HIGH	1.0	0.9919354838709677	0.88618	159.0	RECOVERED_CONCORDANT	"{""length"": 323, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_910593805.2	Cervus elaphus	Cervus elaphus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_6	6	1115	558	929	0.9551569506726457	0.9551569506726457	0.8713615023474178	HIGH	0.9543010752688172	1.0	0.83229	1196.0	RECOVERED_CONCORDANT	"{""length"": 1265, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_917880005.1	Nanger dama	Nanger dama	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_1	1	194	1	65	0.0	0.0	0.0	UNRESOLVED	0.0	0.13917525773195877	0.85185	31.9	STILL_POORLY_RECOVERED	"{""length"": 0, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": NaN, ""n_runs"": 0}"
GCA_917880005.1	Nanger dama	Nanger dama	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_2	2	304	65	166	0.9967105263157895	0.9967105263157895	0.8646864686468647	HIGH	0.9901960784313726	1.0	0.8618399999999999	356.0	RECOVERED_CONCORDANT	"{""length"": 503, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_917880005.1	Nanger dama	Nanger dama	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_3	3	837	167	445	0.974910394265233	0.974910394265233	0.8627450980392157	HIGH	0.978494623655914	1.0	0.8410999999999998	911.0	RECOVERED_CONCORDANT	"{""length"": 1016, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_917880005.1	Nanger dama	Nanger dama	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_4	4	213	446	516	0.9953051643192489	0.9953051643192489	0.8867924528301887	HIGH	1.0	1.0	0.8728066666666666	276.8	RECOVERED_CONCORDANT	"{""length"": 1119, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_917880005.1	Nanger dama	Nanger dama	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_5	5	124	517	558	0.9919354838709677	0.9919354838709677	0.8699186991869918	HIGH	1.0	0.9919354838709677	0.8758630344827587	181.9	RECOVERED_CONCORDANT	"{""length"": 323, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_917880005.1	Nanger dama	Nanger dama	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_6	6	1115	558	929	0.968609865470852	0.968609865470852	0.8657407407407407	HIGH	0.967741935483871	1.0	0.83781	1212.0	RECOVERED_CONCORDANT	"{""length"": 1281, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_935064755.1	Tragelaphus eurycerus	Tragelaphus eurycerus	Contig	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_1	1	194	1	65	0.9742268041237113	0.9742268041237113	0.8571428571428571	HIGH	1.0	0.979381443298969	0.8647328502415459	245.9	RECOVERED_CONCORDANT	"{""length"": 389, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_935064755.1	Tragelaphus eurycerus	Tragelaphus eurycerus	Contig	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_2	2	304	65	166	1.0	1.0	0.8980263157894737	HIGH	1.0	1.0	0.89803	409.0	RECOVERED_CONCORDANT	"{""length"": 504, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_935064755.1	Tragelaphus eurycerus	Tragelaphus eurycerus	Contig	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_3	3	837	167	445	0.7001194743130227	0.7001194743130227	0.89419795221843	MEDIUM	0.9139784946236559	0.7359617682198327	0.8814916233766235	784.6	PARTIAL_OR_CONFLICTING	"{""length"": 786, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_935064755.1	Tragelaphus eurycerus	Tragelaphus eurycerus	Contig	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_4	4	213	446	516	0.9859154929577465	0.9859154929577465	0.8761904761904762	HIGH	1.0	1.0	0.8666650666666667	265.8	RECOVERED_CONCORDANT	"{""length"": 1131, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_935064755.1	Tragelaphus eurycerus	Tragelaphus eurycerus	Contig	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_5	5	124	517	558	0.9919354838709677	0.9919354838709677	0.9105691056910569	HIGH	1.0	0.9919354838709677	0.91057	173.0	RECOVERED_CONCORDANT	"{""length"": 323, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_935064755.1	Tragelaphus eurycerus	Tragelaphus eurycerus	Contig	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_6	6	1115	558	929	0.947085201793722	0.947085201793722	0.8768939393939394	HIGH	0.9516129032258065	0.9964125560538116	0.81658	1133.0	RECOVERED_CONCORDANT	"{""length"": 1279, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_963856025.1	Rangifer tarandus tarandus	Rangifer tarandus	Scaffold	ok	redownloaded	UNRESOLVED	No analyzable first-pass locus and no rescue model.	no_blast_hit				Original locus could not be extracted; local rescue unavailable.	exon_1	1	194	1	65	0.0				0.0			0.0	STILL_POORLY_RECOVERED	{}
GCA_963856025.1	Rangifer tarandus tarandus	Rangifer tarandus	Scaffold	ok	redownloaded	UNRESOLVED	No analyzable first-pass locus and no rescue model.	no_blast_hit				Original locus could not be extracted; local rescue unavailable.	exon_2	2	304	65	166	0.0				0.0			0.0	STILL_POORLY_RECOVERED	{}
GCA_963856025.1	Rangifer tarandus tarandus	Rangifer tarandus	Scaffold	ok	redownloaded	UNRESOLVED	No analyzable first-pass locus and no rescue model.	no_blast_hit				Original locus could not be extracted; local rescue unavailable.	exon_3	3	837	167	445	0.0				0.0			0.0	STILL_POORLY_RECOVERED	{}
GCA_963856025.1	Rangifer tarandus tarandus	Rangifer tarandus	Scaffold	ok	redownloaded	UNRESOLVED	No analyzable first-pass locus and no rescue model.	no_blast_hit				Original locus could not be extracted; local rescue unavailable.	exon_4	4	213	446	516	0.0				0.0			0.0	STILL_POORLY_RECOVERED	{}
GCA_963856025.1	Rangifer tarandus tarandus	Rangifer tarandus	Scaffold	ok	redownloaded	UNRESOLVED	No analyzable first-pass locus and no rescue model.	no_blast_hit				Original locus could not be extracted; local rescue unavailable.	exon_5	5	124	517	558	0.0				0.0			0.0	STILL_POORLY_RECOVERED	{}
GCA_963856025.1	Rangifer tarandus tarandus	Rangifer tarandus	Scaffold	ok	redownloaded	UNRESOLVED	No analyzable first-pass locus and no rescue model.	no_blast_hit				Original locus could not be extracted; local rescue unavailable.	exon_6	6	1115	558	929	0.0				0.0			0.0	STILL_POORLY_RECOVERED	{}
GCA_910594005.2	Cervus elaphus	Cervus elaphus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_1	1	194	1	65	0.9690721649484536	0.9690721649484536	0.8829787234042553	HIGH	1.0	0.9690721649484536	0.88298	241.0	RECOVERED_CONCORDANT	"{""length"": 388, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_910594005.2	Cervus elaphus	Cervus elaphus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_2	2	304	65	166	0.9703947368421053	0.9703947368421053	0.9084745762711864	HIGH	0.9901960784313726	0.9967105263157895	0.8846188782051282	396.0	RECOVERED_CONCORDANT	"{""length"": 1317, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
