assembly_accession	organism_name	species_key	assembly_level	status	genome_source	assembly_status	assembly_reason	first_pass_status	locus_n_fraction	locus_longest_n_run	locus_low_complexity	warnings
GCA_040438115.1	Tragelaphus eurycerus isaaci	Tragelaphus eurycerus	Chromosome	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.04088048503831826	10000.0	True	
GCA_040805955.1	Ovis aries	Ovis aries	Complete Genome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_040543055.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_040286185.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_040822015.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_040806595.1	Capra hircus	Capra hircus	Complete Genome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_040836155.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_041053135.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_040970035.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_041121725.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_042859625.1	Ovis canadensis	Ovis canadensis	Complete Genome	ok	redownloaded	UNRESOLVED	No analyzable first-pass locus and no rescue model.	no_blast_hit				Original locus could not be extracted; local rescue unavailable.
GCA_041156055.1	Ovibos moschatus	Ovibos moschatus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_041920685.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_041736475.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_041735815.1	Capra hircus	Capra hircus	Complete Genome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_042767535.1	Odocoileus hemionus	Odocoileus hemionus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_042477335.2	Ovis canadensis	Ovis canadensis	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_042835985.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_043643345.1	Bos frontalis	Bos frontalis	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_042768445.1	Odocoileus hemionus	Odocoileus hemionus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_043882115.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_044231825.1	Addax nasomaculatus	Addax nasomaculatus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_044509215.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_044587935.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_044587905.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_044588015.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_045269445.1	Ovis ammon	Ovis ammon	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_044587945.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_046464075.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_046563475.2	Cervus albirostris	Cervus albirostris	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_047652215.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_048127045.1	Dama dama	Dama dama	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_047671635.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_048126745.1	Dama dama	Dama dama	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_047671655.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_048594055.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_048593975.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_048594065.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_048594125.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_048594135.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_048594165.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_048598025.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_048598065.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_048598055.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_048598825.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_049004405.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_049004455.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_049004495.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_049004535.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.00019237206295952877	100.0	True	
GCA_049004595.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_049004675.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_049115385.1	Moschus berezovskii	Moschus berezovskii	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_049634445.1	Bos taurus	Bos taurus	Contig	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_049634505.1	Bos taurus	Bos taurus	Contig	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_049634545.1	Bos taurus	Bos taurus	Contig	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_049634565.1	Bos taurus	Bos taurus	Contig	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_049634675.1	Bos taurus	Bos taurus	Contig	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_050084595.1	Ovis vignei punjabiensis	Ovis vignei	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_050059765.1	Bos grunniens	Bos grunniens	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_049634715.1	Bos taurus	Bos taurus	Contig	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_050084895.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_050436925.1	Pseudoryx nghetinhensis	Pseudoryx nghetinhensis	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.011152459746681788	1266.0	True	
GCA_051106085.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_051122635.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_050916685.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_051176575.2	Antilocapra americana	Antilocapra americana	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_051176615.2	Antilocapra americana	Antilocapra americana	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_053525375.1	Ovis vignei	Ovis vignei	Contig	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_051307275.1	Bubalus kerabau	Bubalus kerabau	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_052324755.1	Cervus nippon kopschi	Cervus nippon	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_054371575.1	Giraffa tippelskirchi	Giraffa tippelskirchi	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_054371585.1	Giraffa tippelskirchi	Giraffa tippelskirchi	Complete Genome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_054126965.1	Capra hircus	Capra hircus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_054099735.1	Cephalophula zebra	Cephalophula zebra	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_054099755.1	Cephalophula zebra	Cephalophula zebra	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_054371615.1	Giraffa tippelskirchi	Giraffa tippelskirchi	Complete Genome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_054371825.1	Giraffa tippelskirchi	Giraffa tippelskirchi	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_055505025.1	Bos grunniens	Bos grunniens	Chromosome	genome_missing	missing	UNRESOLVED_NO_GENOME	Genome FASTA is not present. If the first run used --cleanup-genomes, rerun with --redownload-missing or --genome-map.	ok				
GCA_054642885.1	Capra ibex	Capra ibex	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_054824845.1	Rucervus eldii thamin	Rucervus eldii	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_054824865.1	Rucervus eldii thamin	Rucervus eldii	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_054825135.1	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_054855995.1	Capra nubiana	Capra nubiana	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_054856215.1	Capra nubiana	Capra nubiana	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_054829135.1	Cervus nippon yesoensis	Cervus nippon	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_056775595.1	Bos grunniens	Bos grunniens	Chromosome	ok	redownloaded	UNRESOLVED	No analyzable first-pass locus and no rescue model.	no_blast_hit				Original locus could not be extracted; local rescue unavailable.
GCA_054883215.1	Axis porcinus	Axis porcinus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_054883225.1	Axis porcinus	Axis porcinus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_055691375.1	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_055691435.1	Capra hircus	Capra hircus	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.020150934678397472	100.0	True	
GCA_055691405.1	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_056748525.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_056162995.1	Bos taurus	Bos taurus	Contig	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_056247825.1	Hydropotes inermis	Hydropotes inermis	Complete Genome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_057190515.1	Bos indicus	Bos indicus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_056825275.1	Bos indicus x Bos taurus	Bos indicus x Bos taurus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_057190595.1	Bos indicus	Bos indicus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_057190485.1	Bos indicus	Bos indicus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_057332215.1	Ovis aries	Ovis aries	Complete Genome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_057190615.1	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_057332225.1	Ovis aries	Ovis aries	Complete Genome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_057428545.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_057428595.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_057556445.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_057557635.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_057557695.1	Capra hircus	Capra hircus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_057557715.1	Capra hircus	Capra hircus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_057557795.1	Capra hircus	Capra hircus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_057557815.1	Capra hircus	Capra hircus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_059051325.1	Alces alces	Alces alces	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_059051365.1	Alces alces	Alces alces	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_905120125.1	Megaloceros giganteus	Megaloceros giganteus	Scaffold	ok	redownloaded	UNRESOLVED	No analyzable first-pass locus and no rescue model.	no_blast_hit				Original locus could not be extracted; local rescue unavailable.
GCA_905120135.1	Megaloceros giganteus	Megaloceros giganteus	Contig	ok	redownloaded	UNRESOLVED	No analyzable first-pass locus and no rescue model.	no_blast_hit				Original locus could not be extracted; local rescue unavailable.
GCA_059055555.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_059055625.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_059335595.1	Capra hircus	Capra hircus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_059336145.1	Bos taurus	Bos taurus	Complete Genome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_059698765.1	Muntiacus feae	Muntiacus feae	Contig	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_902712895.1	Rangifer tarandus tarandus	Rangifer tarandus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	8.799924907307458e-05	10.0	True	
GCA_059997585.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_902825105.1	Syncerus caffer	Syncerus caffer	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_903231385.1	Ovis nivicola lydekkeri	Ovis nivicola	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_905123515.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_905123885.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	2.5006107260811775e-05	13.0	True	
GCA_910594005.1	Cervus elaphus	Cervus elaphus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_914753205.1	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.009642310690262421	5000.0	True	
GCA_910593805.2	Cervus elaphus	Cervus elaphus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_917880005.1	Nanger dama	Nanger dama	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_935064755.1	Tragelaphus eurycerus	Tragelaphus eurycerus	Contig	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_963856025.1	Rangifer tarandus tarandus	Rangifer tarandus	Scaffold	ok	redownloaded	UNRESOLVED	No analyzable first-pass locus and no rescue model.	no_blast_hit				Original locus could not be extracted; local rescue unavailable.
GCA_910594005.2	Cervus elaphus	Cervus elaphus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_946052875.1	Bos gaurus x Bos taurus	Bos gaurus x Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_947034695.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_951394145.2	Rangifer tarandus platyrhynchus	Rangifer tarandus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_963422255.1	Rangifer tarandus	Rangifer tarandus	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.010778223826394302	2047.0	True	
GCA_949782905.1	Rangifer tarandus platyrhynchus	Rangifer tarandus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	4.6191598902949524e-05	24.0	True	
GCA_963920245.1	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_963879515.1	Bison bonasus	Bison bonasus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_951849835.1	Capreolus capreolus	Capreolus capreolus	Contig	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_963920255.1	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_907165285.1	Capra hircus	Capra hircus	Scaffold	ok	redownloaded	UNRESOLVED	No analyzable first-pass locus and no rescue model.	no_blast_hit				Original locus could not be extracted; local rescue unavailable.
GCA_963920265.1	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_905249985.1	Bubalus bubalis bubalis	Bubalus bubalis	Scaffold	ok	redownloaded	UNRESOLVED	No analyzable first-pass locus and no rescue model.	no_blast_hit				Original locus could not be extracted; local rescue unavailable.
