accession	organism_name	species	assembly_level	assembly_status	species_status	source	callable_fraction	reconstructed_fraction	n_fraction	explicit_deleted_nt	insertion_nt	sensitive_rescued_nt	internal_stop_count_naive	frame_remainder	supported_events	rescued_events	quality_score	warnings
GCA_049634715.1	Bos taurus	Bos taurus	Contig	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	168.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_050059765.1	Bos grunniens	Bos grunniens	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.961248654467169	0.961248654467169	0.017889740781307048	59	11	26	31	0	12	0	174.7443321598486	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_050084595.1	Ovis vignei punjabiensis	Ovis vignei	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.964119124506638	0.964119124506638	0.012463343108504398	66	7	26	37	1	13	0	172.14535007471812	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_050084895.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9634015069967707	0.9634015069967707	0.012472487160674981	68	7	26	23	2	14	0	172.07349688320969	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_050436925.1	Pseudoryx nghetinhensis	Pseudoryx nghetinhensis	Scaffold	UNRESOLVED_ASSEMBLY_GAP	UNRESOLVED	first_pass_plus_refiner_sensitive_remnant	0.8098313598851812	0.8098313598851812	0.17410387710314557	54	1	51	30	1	12	0	109.27525731668874	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_050916685.1	Ovis aries	Ovis aries	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9634015069967707	0.9634015069967707	0.012472487160674981	68	7	26	23	2	14	0	175.07349688320969	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_051106085.1	Bos taurus	Bos taurus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01796846351301797	63	3	0	25	0	16	0	174.72997272179964	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_051122635.1	Bos taurus	Bos taurus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_051176575.2	Antilocapra americana	Antilocapra americana	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9734481521349121	0.9734481521349121	0.0018288222384784199	69	16	0	50	1	14	0	173.2996452706763	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_051176615.2	Antilocapra americana	Antilocapra americana	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9727305346250449	0.9727305346250449	0.002560351133869788	69	16	0	50	1	14	0	173.2205682307357	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_051307275.1	Bubalus kerabau	Bubalus kerabau	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.8058844635809114	0.8058844635809114	0.17304860088365243	71	0	57	25	1	11	0	151.62792797985463	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_052324755.1	Cervus nippon kopschi	Cervus nippon	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9002511661284536	0.9002511661284536	0.07373774064656738	75	41	17	42	2	11	0	167.39572042703696	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_053525375.1	Ovis vignei	Ovis vignei	Contig	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010968921389396709	60	8	26	28	2	15	0	169.53503295524587	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_054099735.1	Cephalophula zebra	Cephalophula zebra	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9709364908503767	0.9709364908503767	0.007681053401609363	60	7	0	24	1	19	0	175.94166163713498	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_054099755.1	Cephalophula zebra	Cephalophula zebra	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9709364908503767	0.9709364908503767	0.007683863885839737	60	6	0	26	0	19	0	175.94163353229268	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_054126965.1	Capra hircus	Capra hircus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	39	2	13	0	172.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_054371575.1	Giraffa tippelskirchi	Giraffa tippelskirchi	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9881593110871906	0.9881593110871906	0.0018115942028985507	28	1	0	32	0	13	0	177.79781516669004	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_054371585.1	Giraffa tippelskirchi	Giraffa tippelskirchi	Complete Genome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9881593110871906	0.9881593110871906	0.0018115942028985507	28	1	0	32	0	13	0	180.79781516669004	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_054371615.1	Giraffa tippelskirchi	Giraffa tippelskirchi	Complete Genome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9881593110871906	0.9881593110871906	0.0018115942028985507	28	1	0	32	0	13	0	180.79781516669004	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_054371825.1	Giraffa tippelskirchi	Giraffa tippelskirchi	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9881593110871906	0.9881593110871906	0.0018115942028985507	28	1	0	32	0	13	0	177.79781516669004	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_054642885.1	Capra ibex	Capra ibex	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.01098901098901099	65	8	0	17	0	10	0	175.3554276817829	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_054824845.1	Rucervus eldii thamin	Rucervus eldii	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9077861499820595	0.9077861499820595	0.06603081438004402	77	16	41	35	2	7	0	167.88668466512948	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_054824865.1	Rucervus eldii thamin	Rucervus eldii	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.8998923573735199	0.8998923573735199	0.0747800586510264	75	16	17	37	1	7	0	167.00981296156573	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_054825135.1	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01942103334554782	59	1	0	33	2	14	0	171.71544702347433	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_054829135.1	Cervus nippon yesoensis	Cervus nippon	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9002511661284536	0.9002511661284536	0.07373774064656738	75	41	17	41	2	10	0	167.72435892468954	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_054855995.1	Capra nubiana	Capra nubiana	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_054856215.1	Capra nubiana	Capra nubiana	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_054883215.1	Axis porcinus	Axis porcinus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9644779332615716	0.9644779332615716	0.002564102564102564	92	35	0	45	0	12	0	175.42215230051613	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_054883225.1	Axis porcinus	Axis porcinus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9644779332615716	0.9644779332615716	0.002564102564102564	92	35	0	45	0	12	0	175.42215230051613	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_055505025.1	Bos grunniens	Bos grunniens	Chromosome	UNRESOLVED_NO_GENOME	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9519196268388949	0.9519196268388949	0.027382256297918947	59	11	0	30	0	0	0	103.9181401209103	[]
GCA_055691375.1	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01942103334554782	59	1	0	33	2	14	0	171.71544702347433	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_055691405.1	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01942103334554782	59	1	0	33	2	14	0	171.71544702347433	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_055691435.1	Capra hircus	Capra hircus	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9655543595263725	0.9655543595263725	0.010993037742762916	66	8	0	30	2	13	0	122.31950653875204	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_056162995.1	Bos taurus	Bos taurus	Contig	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01796846351301797	63	3	0	25	0	16	0	168.72997272179964	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_056247825.1	Hydropotes inermis	Hydropotes inermis	Complete Genome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.956584140653032	0.956584140653032	0.016489556614144377	76	18	24	35	2	9	0	177.44572877395268	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_056748525.1	Bos taurus	Bos taurus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	14	0	174.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_056775595.1	Bos grunniens	Bos grunniens	Chromosome	UNRESOLVED	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.0	0.0	1.0	0	0	0	0	0	0	0	-1.0	"[""raw_blast_missing_or_empty""]"
GCA_056825275.1	Bos indicus x Bos taurus	Bos indicus x Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_057190485.1	Bos indicus	Bos indicus	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01942103334554782	59	1	0	33	2	14	0	171.71544702347433	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_057190515.1	Bos indicus	Bos indicus	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01942103334554782	59	1	0	33	2	14	0	171.71544702347433	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_057190595.1	Bos indicus	Bos indicus	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.71978175525868	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_057190615.1	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9601722282023681	0.9601722282023681	0.017961876832844576	62	3	0	40	1	15	0	171.76591946409474	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_057332215.1	Ovis aries	Ovis aries	Complete Genome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010968921389396709	60	8	26	28	2	15	0	178.53503295524587	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_057332225.1	Ovis aries	Ovis aries	Complete Genome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9655543595263725	0.9655543595263725	0.010993037742762916	66	8	26	26	2	15	0	178.31950653875205	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_057428545.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_057428595.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9655543595263725	0.9655543595263725	0.010997067448680353	66	7	0	43	1	13	0	175.31946624169285	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_057556445.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	37	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_057557635.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9655543595263725	0.9655543595263725	0.010997067448680353	66	7	0	43	1	13	0	175.31946624169285	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_057557695.1	Capra hircus	Capra hircus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	172.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_057557715.1	Capra hircus	Capra hircus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9655543595263725	0.9655543595263725	0.010997067448680353	66	7	0	43	1	13	0	172.31946624169285	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_057557795.1	Capra hircus	Capra hircus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	172.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_057557815.1	Capra hircus	Capra hircus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9655543595263725	0.9655543595263725	0.010997067448680353	66	7	0	43	1	13	0	172.31946624169285	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_059051325.1	Alces alces	Alces alces	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9619662719770362	0.9619662719770362	0.00918105031215571	81	17	26	42	2	11	0	172.10481669458204	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_059051365.1	Alces alces	Alces alces	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9619662719770362	0.9619662719770362	0.00918105031215571	81	17	26	42	2	11	0	172.10481669458204	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_059055555.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_059055625.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9655543595263725	0.9655543595263725	0.010997067448680353	66	7	0	43	1	13	0	175.31946624169285	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_059335595.1	Capra hircus	Capra hircus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9655543595263725	0.9655543595263725	0.010997067448680353	66	7	0	43	1	13	0	172.31946624169285	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_059336145.1	Bos taurus	Bos taurus	Complete Genome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01796846351301797	63	3	0	25	0	16	0	177.72997272179964	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_059698765.1	Muntiacus feae	Muntiacus feae	Contig	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9698600645855759	0.9698600645855759	0.0025678650036683784	77	16	26	39	2	6	0	169.9603278085209	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_059997585.1	Bos taurus	Bos taurus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01942103334554782	59	1	0	33	2	14	0	174.71544702347433	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_902712895.1	Rangifer tarandus tarandus	Rangifer tarandus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9680660208109078	0.9680660208109078	0.0011045655375552283	86	15	26	27	1	13	0	172.79555642571523	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_902825105.1	Syncerus caffer	Syncerus caffer	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.7944025834230355	0.7944025834230355	0.18422991893883567	73	0	27	27	2	13	0	147.3163803917626	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_903231385.1	Ovis nivicola lydekkeri	Ovis nivicola	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9630426982418371	0.9630426982418371	0.012477064220183486	69	7	26	24	1	14	0	172.03757023712126	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_905120125.1	Megaloceros giganteus	Megaloceros giganteus	Scaffold	UNRESOLVED	UNRESOLVED	first_pass_reference_anchored_remnant	0.0	0.0	1.0	0	0	0	0	0	0	0	6.0	"[""raw_blast_missing_or_empty""]"
GCA_905120135.1	Megaloceros giganteus	Megaloceros giganteus	Contig	UNRESOLVED	UNRESOLVED	first_pass_reference_anchored_remnant	0.0	0.0	1.0	0	0	0	0	0	0	0	3.0	"[""raw_blast_missing_or_empty""]"
GCA_905123515.1	Bos taurus	Bos taurus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_905123885.1	Bos taurus	Bos taurus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9590958019375673	0.9590958019375673	0.019428152492668622	61	2	0	25	1	16	0	174.64361408101644	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_905249985.1	Bubalus bubalis bubalis	Bubalus bubalis	Scaffold	UNRESOLVED	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.0	0.0	1.0	0	0	0	0	0	0	0	-4.0	"[""raw_blast_missing_or_empty""]"
GCA_907165285.1	Capra hircus	Capra hircus	Scaffold	UNRESOLVED	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.0	0.0	1.0	0	0	0	0	0	0	0	-4.0	"[""raw_blast_missing_or_empty""]"
GCA_910593805.2	Cervus elaphus	Cervus elaphus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9088625762468604	0.9088625762468604	0.0659582264565775	74	16	41	50	2	8	0	168.65233016614943	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_910594005.1	Cervus elaphus	Cervus elaphus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9088625762468604	0.9088625762468604	0.0659582264565775	74	16	41	51	2	8	0	168.51148509572687	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_910594005.2	Cervus elaphus	Cervus elaphus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9088625762468604	0.9088625762468604	0.0659582264565775	74	16	41	51	2	8	0	168.51148509572687	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_914753205.1	Bos taurus	Bos taurus	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01942103334554782	59	1	0	33	2	14	0	121.71544702347435	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_917880005.1	Nanger dama	Nanger dama	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9189092213850018	0.9189092213850018	0.06147091108671789	58	4	27	42	0	13	0	164.40679722007286	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_935064755.1	Tragelaphus eurycerus	Tragelaphus eurycerus	Contig	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.8923573735199138	0.8923573735199138	0.08394160583941605	70	23	19	33	1	16	0	161.09762479585547	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_946052875.1	Bos gaurus x Bos taurus	Bos gaurus x Bos taurus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_947034695.1	Bos taurus	Bos taurus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_949782905.1	Rangifer tarandus platyrhynchus	Rangifer tarandus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9673484033010405	0.9673484033010405	0.001840942562592047	86	15	26	26	1	12	0	175.71643090447813	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_951394145.2	Rangifer tarandus platyrhynchus	Rangifer tarandus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9673484033010405	0.9673484033010405	0.001840942562592047	86	15	26	26	1	12	0	175.71643090447813	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_951849835.1	Capreolus capreolus	Capreolus capreolus	Contig	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9684248295658414	0.9684248295658414	0.002571638501102131	81	16	24	38	1	8	0	169.81676657157314	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_963422255.1	Rangifer tarandus	Rangifer tarandus	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9680660208109078	0.9680660208109078	0.0011045655375552283	86	15	26	27	1	13	0	122.79555642571522	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_963856025.1	Rangifer tarandus tarandus	Rangifer tarandus	Scaffold	UNRESOLVED	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.0	0.0	1.0	0	0	0	0	0	0	0	-4.0	"[""raw_blast_missing_or_empty""]"
GCA_963879515.1	Bison bonasus	Bison bonasus	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9070685324721923	0.9070685324721923	0.07328691828508611	59	1	27	20	2	13	0	163.03288366899463	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_963920245.1	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_963920255.1	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_963920265.1	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01942103334554782	59	1	0	33	2	14	0	171.71544702347433	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_963921495.1	Bos taurus	Bos taurus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_963930625.1	Muntiacus reevesi	Muntiacus reevesi	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9702188733405095	0.9702188733405095	0.0029271862422246614	75	21	26	31	0	9	0	175.9926154716287	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_963930625.2	Muntiacus reevesi	Muntiacus reevesi	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9702188733405095	0.9702188733405095	0.0029271862422246614	75	21	26	31	0	9	0	175.9926154716287	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_963930665.2	Muntiacus reevesi	Muntiacus reevesi	Scaffold	UNRESOLVED	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.12199497667743094	0.12199497667743094	0.8775583482944345	3	1	151	2	1	0	0	28.974874574468817	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_963966175.1	Bos indicus	Bos indicus	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	121.87362790910481	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_963966215.1	Bos indicus	Bos indicus	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	121.71978175525867	"[""refiner_sensitive_exon_blast_incorporated""]"
