assembly_accession	assembly_name	organism_name	species_key	assembly_level	status	candidate_id	contig	strand	start	end	span	exon_count	coverage_sum	order_coherence	bitscore_sum	score	locus_length	locus_n_count	locus_n_fraction	locus_n_runs	locus_longest_n_run	error
GCA_022376925.1	ASM2237692v1	Tragulus kanchil	Tragulus kanchil	Scaffold	ok	JAIOJX010000026.1:+:1	JAIOJX010000026.1	+	198122450.0	198140082.0	17633.0	4.0	3.2573389009369373	1.0	1476.8	5624.881670281082	37633.0	0.0	0.0	0.0	0.0	
GCA_022416685.1	ASM2241668v1	Ovis aries	Ovis aries	Chromosome	ok	CM039798.1:+:1	CM039798.1	+	21305639.0	21325273.0	19635.0	6.0	5.81174785304632	1.0	2698.0	8513.324355913895	39635.0	0.0	0.0	0.0	0.0	
GCA_022416695.1	ASM2241669v1	Ovis aries	Ovis aries	Chromosome	ok	CM039771.1:+:1	CM039771.1	+	21454445.0	21474210.0	19766.0	6.0	5.81174785304632	1.0	2697.0	8513.224355913897	39766.0	0.0	0.0	0.0	0.0	
GCA_022416725.1	ASM2241672v1	Ovis aries	Ovis aries	Chromosome	ok	CM039744.1:+:1	CM039744.1	+	22177945.0	22197715.0	19771.0	6.0	5.81174785304632	1.0	2697.0	8513.224355913897	39771.0	0.0	0.0	0.0	0.0	
GCA_022416745.1	ASM2241674v1	Ovis aries	Ovis aries	Chromosome	ok	CM039879.1:+:1	CM039879.1	+	22025955.0	22046229.0	20275.0	6.0	5.816526825567228	1.0	2715.0	8516.458047670169	40275.0	0.0	0.0	0.0	0.0	
GCA_022416755.1	ASM2241675v1	Ovis aries	Ovis aries	Chromosome	ok	CM039852.1:+:1	CM039852.1	+	21250183.0	21270413.0	20231.0	6.0	5.816526825567228	1.0	2712.0	8516.15804767017	40231.0	0.0	0.0	0.0	0.0	
GCA_022416775.1	ASM2241677v1	Ovis aries	Ovis aries	Chromosome	ok	CM039960.1:+:1	CM039960.1	+	21148914.0	21169208.0	20295.0	6.0	5.816526825567228	1.0	2715.0	8516.458047670169	40295.0	0.0	0.0	0.0	0.0	
GCA_022416785.1	ASM2241678v1	Ovis aries	Ovis aries	Chromosome	ok	CM039906.1:+:1	CM039906.1	+	23013457.0	23033200.0	19744.0	6.0	5.81174785304632	1.0	2698.0	8513.324355913895	39744.0	0.0	0.0	0.0	0.0	
GCA_022416915.1	ASM2241691v1	Ovis aries	Ovis aries	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_022416915.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_022416915.1/GCA_022416915.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_022432825.1	ASM2243282v1	Ovis aries	Ovis aries	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_022432825.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_022432825.1/GCA_022432825.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_022432835.1	ASM2243283v1	Ovis aries	Ovis aries	Chromosome	ok	CM039987.1:+:1	CM039987.1	+	21604798.0	21625043.0	20246.0	6.0	5.816526825567228	1.0	2712.0	8516.15804767017	40246.0	0.0	0.0	0.0	0.0	
GCA_022432845.1	ASM2243284v1	Ovis aries	Ovis aries	Chromosome	ok	CM040041.1:+:1	CM040041.1	+	21450643.0	21470946.0	20304.0	6.0	5.816526825567228	1.0	2721.0	8517.058047670169	40304.0	0.0	0.0	0.0	0.0	
GCA_022457185.1	ASM2245718v1	Rangifer tarandus	Rangifer tarandus	Scaffold	ok	JAJJMQ010033966.1:+:1	JAJJMQ010033966.1	+	217.0	15940.0	15724.0	5.0	4.126448703539858	1.0	2427.0	6980.634611061957	25940.0	0.0	0.0	0.0	0.0	
GCA_022457235.1	LMD_DV1	Tragulus javanicus	Tragulus javanicus	Scaffold	ok	JAJJWJ010005645.1:+:1	JAJJWJ010005645.1	+	86812.0	97438.0	10627.0	2.0	1.922680412371134	1.0	1261.0	3202.90412371134	30627.0	8650.0	0.28243053514872496	7.0	3070.0	
GCA_022533635.2	ASM2253363v2	Ovibos moschatus	Ovibos moschatus	Scaffold	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_022533635.2', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_022533635.2/GCA_022533635.2.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_022538005.1	ASM2253800v1	Ovis aries	Ovis aries	Chromosome	ok	CM039825.1:+:1	CM039825.1	+	21498283.0	21518581.0	20299.0	6.0	5.816526825567228	1.0	2715.0	8516.458047670169	40299.0	0.0	0.0	0.0	0.0	
GCA_022702505.1	ASM2270250v1	Ovis aries	Ovis aries	Scaffold	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_022702505.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_022702505.1/GCA_022702505.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_022702665.1	ASM2270266v1	Ovis aries	Ovis aries	Scaffold	ok	JAKFGD010000031.1:-:1	JAKFGD010000031.1	-	67629158.0	67649454.0	20297.0	6.0	5.816526825567228	1.0	2715.0	8516.458047670169	40297.0	0.0	0.0	0.0	0.0	
GCA_023091745.2	Takin1.1	Budorcas taxicolor	Budorcas taxicolor	Chromosome	ok	CM041237.1:+:1	CM041237.1	+	25404766.0	25424629.0	19864.0	6.0	5.9385925532667585	1.0	2701.0	8551.677765980028	39864.0	0.0	0.0	0.0	0.0	
GCA_023699985.4	Ovbor_1.2	Odocoileus virginianus	Odocoileus virginianus	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_023699985.4', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_023699985.4/GCA_023699985.4.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_023701655.1	CAU_F1_paternal_1.0	Ovis ammon polii x Ovis aries	Ovis ammon polii x Ovis aries	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_023701655.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_023701655.1/GCA_023701655.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_023701675.1	CAU_F1_maternal_1.0	Ovis ammon polii x Ovis aries	Ovis ammon polii x Ovis aries	Chromosome	ok	CM043033.1:+:1	CM043033.1	+	21459578.0	21479735.0	20158.0	6.0	5.816526825567228	1.0	2726.0	8517.558047670169	40158.0	0.0	0.0	0.0	0.0	
GCA_024222135.1	ASM2422213v1	Ovis aries	Ovis aries	Scaffold	ok	JAMHGD010000028.1:+:1	JAMHGD010000028.1	+	1209110.0	1229345.0	20236.0	6.0	5.816526825567228	1.0	2721.0	8517.058047670169	40236.0	0.0	0.0	0.0	0.0	
GCA_024222175.1	ASM2422217v1	Ovis aries	Ovis aries	Chromosome	ok	CM044184.1:+:1	CM044184.1	+	23082852.0	23103152.0	20301.0	6.0	5.816526825567228	1.0	2715.0	8516.458047670169	40301.0	0.0	0.0	0.0	0.0	
GCA_024222185.1	ASM2422218v1	Ovis aries	Ovis aries	Scaffold	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_024222185.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_024222185.1/GCA_024222185.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_024222265.1	ASM2422226v1	Ovis aries	Ovis aries	Chromosome	ok	CM044129.1:+:1	CM044129.1	+	22084127.0	22104361.0	20235.0	6.0	5.816526825567228	1.0	2725.0	8517.458047670169	40235.0	0.0	0.0	0.0	0.0	
GCA_024256485.1	ASM2425648v1	Ovis aries	Ovis aries	Scaffold	ok	JAMFTI010000476.1:-:1	JAMFTI010000476.1	-	761569.0	781858.0	20290.0	6.0	5.816526825567228	1.0	2725.0	8517.458047670169	40290.0	0.0	0.0	0.0	0.0	
GCA_024256505.1	ASM2425650v1	Ovis aries	Ovis aries	Scaffold	ok	JAMFTJ010000155.1:-:1	JAMFTJ010000155.1	-	772891.0	793191.0	20301.0	6.0	5.816526825567228	1.0	2715.0	8516.458047670169	40301.0	0.0	0.0	0.0	0.0	
GCA_024291935.2	TBG_Okapi_asm_v1	Okapia johnstoni	Okapia johnstoni	Chromosome	ok	CM044317.1:-:1	CM044317.1	-	63369178.0	63389664.0	20487.0	6.0	5.971316927169937	1.0	3463.0	8637.69507815098	40487.0	0.0	0.0	0.0	0.0	
GCA_024542955.1	B.taurus_INIA.1	Bos taurus	Bos taurus	Scaffold	ok	JANIWY010000008.1:+:1	JANIWY010000008.1	+	36034174.0	36054220.0	20047.0	6.0	5.855389892719457	1.0	3251.0	8581.716967815837	40047.0	621.0	0.015506779534047494	4.0	321.0	
GCA_025584935.1	MNHNYannick_LA_1	Bubalus depressicornis	Bubalus depressicornis	Scaffold	ok	JAMXBS010015876.1:-:1	JAMXBS010015876.1	-	14220.0	20012.0	5793.0	3.0	2.991935483870968	1.0	1663.0	4563.880645161291	18452.0	0.0	0.0	0.0	0.0	
GCA_026262375.1	ASM2626237v1	Bos indicus	Bos indicus	Chromosome	ok	CM048161.1:+:1	CM048161.1	+	33028662.0	33048502.0	19841.0	6.0	5.855389892719457	1.0	3238.0	8580.416967815836	39841.0	0.0	0.0	0.0	0.0	
GCA_026262465.1	ASM2626246v1	Bos indicus	Bos indicus	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_026262465.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_026262465.1/GCA_026262465.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_026262515.1	ASM2626251v1	Bos indicus	Bos indicus	Chromosome	ok	CM048101.1:+:1	CM048101.1	+	33848052.0	33867932.0	19881.0	6.0	5.855389892719457	1.0	3251.0	8581.716967815837	39881.0	0.0	0.0	0.0	0.0	
GCA_026262545.1	ASM2626254v1	Bos indicus	Bos indicus	Chromosome	ok	CM048071.1:+:1	CM048071.1	+	34123028.0	34142908.0	19881.0	6.0	5.855389892719457	1.0	3251.0	8581.716967815837	39881.0	0.0	0.0	0.0	0.0	
GCA_026652205.1	ASM2665220v1	Capra hircus	Capra hircus	Chromosome	ok	CM048875.1:+:1	CM048875.1	+	21011843.0	21031674.0	19832.0	6.0	5.9385925532667585	1.0	2707.0	8552.277765980029	39832.0	0.0	0.0	0.0	0.0	
GCA_027580195.2	NWIPB_WYAK_1.1	Bos mutus	Bos mutus	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_027580195.2', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_027580195.2/GCA_027580195.2.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_027580245.1	NWIPB_DYAK_1.0	Bos grunniens	Bos grunniens	Chromosome	ok	CM050818.1:+:1	CM050818.1	+	33891695.0	33911355.0	19661.0	6.0	5.733324165019926	1.0	3175.0	8537.497249505977	39661.0	0.0	0.0	0.0	0.0	
GCA_028583565.1	CAU_O.ammon polii_1.0	Ovis ammon polii	Ovis ammon	Chromosome	ok	CM053306.1:-:1	CM053306.1	-	71071473.0	71091753.0	20281.0	6.0	5.816526825567228	1.0	2726.0	8517.558047670169	40281.0	0.0	0.0	0.0	0.0	
GCA_028973685.2	SNU_Hanwoo_2.0	Bos taurus	Bos taurus	Chromosome	ok	CM054878.2:+:1	CM054878.2	+	35484997.0	35504585.0	19589.0	6.0	5.855389892719457	1.0	3229.0	8579.516967815836	39589.0	0.0	0.0	0.0	0.0	
GCA_029378735.1	NIAB-ARS_B.indSahiwal_pat_alt_1.0	Bos indicus	Bos indicus	Chromosome	ok	CM055552.1:+:1	CM055552.1	+	34012224.0	34032135.0	19912.0	6.0	5.823131828203328	1.0	3230.0	8569.939548460998	39912.0	0.0	0.0	0.0	0.0	
GCA_029378745.1	NIAB-ARS_B.indTharparkar_mat_pri_1.0	Bos indicus	Bos indicus	Chromosome	ok	CM055582.1:+:1	CM055582.1	+	34072501.0	34092382.0	19882.0	6.0	5.855389892719457	1.0	3251.0	8581.716967815837	39882.0	0.0	0.0	0.0	0.0	
GCA_029407905.2	PCC_UOA_SB_1v2	Bubalus kerabau	Bubalus kerabau	Chromosome	ok	CM055798.1:+:1	CM055798.1	+	41694407.0	41708433.0	14027.0	4.0	3.9584826762246115	1.0	2586.0	5946.144802867384	34027.0	0.0	0.0	0.0	0.0	
GCA_030254855.1	TAMU_Bison_Bison_3.0	Bos taurus x Bison bison	Bos taurus x Bison bison	Chromosome	ok	CM058106.1:+:1	CM058106.1	+	34900292.0	34919737.0	19446.0	6.0	5.823131828203328	1.0	3226.0	8569.539548460998	39446.0	0.0	0.0	0.0	0.0	
GCA_030267345.1	ASM3026734v1	Bos indicus	Bos indicus	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_030267345.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_030267345.1/GCA_030267345.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_030267355.1	ASM3026735v1	Bos indicus	Bos indicus	Chromosome	ok	CM058270.1:+:1	CM058270.1	+	33907546.0	33927426.0	19881.0	6.0	5.855389892719457	1.0	3251.0	8581.716967815837	39881.0	0.0	0.0	0.0	0.0	
GCA_030267375.1	ASM3026737v1	Bos indicus	Bos indicus	Chromosome	ok	CM058360.1:+:1	CM058360.1	+	34088342.0	34108305.0	19964.0	6.0	5.855389892719457	1.0	3233.0	8579.916967815836	39964.0	0.0	0.0	0.0	0.0	
GCA_030269505.1	ASM3026950v1	Bos indicus	Bos indicus	Chromosome	ok	CM058480.1:+:1	CM058480.1	+	34054386.0	34074266.0	19881.0	6.0	5.855389892719457	1.0	3251.0	8581.716967815837	39881.0	0.0	0.0	0.0	0.0	
GCA_030269805.1	ASM3026980v1	Bos indicus	Bos indicus	Scaffold	ok	JAKQXU010000029.1:+:1	JAKQXU010000029.1	+	34014259.0	34034139.0	19881.0	6.0	5.855389892719457	1.0	3251.0	8581.716967815837	39881.0	0.0	0.0	0.0	0.0	
GCA_030269815.1	ASM3026981v1	Bos indicus	Bos indicus	Chromosome	ok	CM058450.1:+:1	CM058450.1	+	35096619.0	35116581.0	19963.0	6.0	5.855389892719457	1.0	3228.0	8579.416967815836	39963.0	0.0	0.0	0.0	0.0	
GCA_030270685.1	ASM3027068v1	Bos indicus	Bos indicus	Chromosome	ok	CM058570.1:+:1	CM058570.1	+	34045358.0	34064947.0	19590.0	6.0	5.855389892719457	1.0	3229.0	8579.516967815836	39590.0	0.0	0.0	0.0	0.0	
GCA_030270705.1	ASM3027070v1	Bos indicus	Bos indicus	Chromosome	ok	CM058540.1:+:1	CM058540.1	+	33913423.0	33933263.0	19841.0	6.0	5.855389892719457	1.0	3229.0	8579.516967815836	39841.0	0.0	0.0	0.0	0.0	
GCA_030270715.1	ASM3027071v1	Bos indicus	Bos indicus	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_030270715.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_030270715.1/GCA_030270715.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_030270725.1	ASM3027072v1	Bos indicus	Bos indicus	Chromosome	ok	CM058600.1:+:1	CM058600.1	+	33895085.0	33914965.0	19881.0	6.0	5.855389892719457	1.0	3251.0	8581.716967815837	39881.0	0.0	0.0	0.0	0.0	
GCA_030270805.1	ASM3027080v1	Bos indicus	Bos indicus	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_030270805.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_030270805.1/GCA_030270805.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_030270825.1	ASM3027082v1	Bos indicus	Bos indicus	Chromosome	ok	CM058780.1:+:1	CM058780.1	+	33881946.0	33901510.0	19565.0	6.0	5.855389892719457	1.0	3241.0	8580.716967815837	39565.0	0.0	0.0	0.0	0.0	
GCA_030270845.1	ASM3027084v1	Bos indicus	Bos indicus	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_030270845.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_030270845.1/GCA_030270845.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_030270855.1	ASM3027085v1	Bos indicus	Bos indicus	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_030270855.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_030270855.1/GCA_030270855.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_030270865.1	ASM3027086v1	Bos indicus	Bos indicus	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_030270865.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_030270865.1/GCA_030270865.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_030270935.1	ASM3027093v1	Bos indicus	Bos indicus	Chromosome	ok	CM058960.1:+:1	CM058960.1	+	32655864.0	32675827.0	19964.0	6.0	5.855389892719457	1.0	3233.0	8579.916967815836	39964.0	0.0	0.0	0.0	0.0	
GCA_030270945.1	ASM3027094v1	Bos indicus	Bos indicus	Chromosome	ok	CM058930.1:+:1	CM058930.1	+	33510023.0	33529936.0	19914.0	6.0	5.823131828203328	1.0	3230.0	8569.939548460998	39914.0	0.0	0.0	0.0	0.0	
GCA_030270955.1	ASM3027095v1	Bos indicus	Bos indicus	Chromosome	ok	CM058900.1:+:1	CM058900.1	+	34863938.0	34883818.0	19881.0	6.0	5.855389892719457	1.0	3251.0	8581.716967815837	39881.0	0.0	0.0	0.0	0.0	
GCA_030270995.1	ASM3027099v1	Bos indicus	Bos indicus	Chromosome	ok	CM058990.1:+:1	CM058990.1	+	35091864.0	35111826.0	19963.0	6.0	5.855389892719457	1.0	3228.0	8579.416967815836	39963.0	0.0	0.0	0.0	0.0	
GCA_030271795.1	ASM3027179v1	Bos indicus	Bos indicus	Chromosome	ok	CM058300.1:+:1	CM058300.1	+	33878357.0	33897921.0	19565.0	6.0	5.855389892719457	1.0	3241.0	8580.716967815837	39565.0	0.0	0.0	0.0	0.0	
GCA_030271805.1	ASM3027180v1	Bos indicus	Bos indicus	Chromosome	ok	CM058390.1:+:1	CM058390.1	+	34020601.0	34040550.0	19950.0	6.0	5.855389892719457	1.0	3211.0	8577.716967815837	39950.0	0.0	0.0	0.0	0.0	
GCA_030272135.1	ASM3027213v1	Bos indicus	Bos indicus	Chromosome	ok	CM058420.1:+:1	CM058420.1	+	33925009.0	33944889.0	19881.0	6.0	5.855389892719457	1.0	3251.0	8581.716967815837	39881.0	0.0	0.0	0.0	0.0	
GCA_030272235.1	ASM3027223v1	Bos indicus	Bos indicus	Chromosome	ok	CM058510.1:+:1	CM058510.1	+	33954511.0	33974100.0	19590.0	6.0	5.855389892719457	1.0	3229.0	8579.516967815836	39590.0	0.0	0.0	0.0	0.0	
GCA_030272475.1	ASM3027247v1	Bos indicus	Bos indicus	Chromosome	ok	CM058630.1:+:1	CM058630.1	+	33776102.0	33796064.0	19963.0	6.0	5.855389892719457	1.0	3228.0	8579.416967815836	39963.0	0.0	0.0	0.0	0.0	
GCA_030272495.1	ASM3027249v1	Bos indicus	Bos indicus	Chromosome	ok	CM058720.1:+:1	CM058720.1	+	33809762.0	33829626.0	19865.0	6.0	5.855389892719457	1.0	3225.0	8579.116967815837	39865.0	0.0	0.0	0.0	0.0	
GCA_030272505.1	ASM3027250v1	Bos indicus	Bos indicus	Chromosome	ok	CM058750.1:+:1	CM058750.1	+	33234921.0	33254870.0	19950.0	6.0	5.855389892719457	1.0	3211.0	8577.716967815837	39950.0	0.0	0.0	0.0	0.0	
GCA_030378505.1	ASM3037850v1	Bos taurus	Bos taurus	Chromosome	no_blast_hit																	
GCA_030512445.1	ASM3051244v1	Ovis aries	Ovis aries	Chromosome	no_blast_hit																	
GCA_030847515.1	NIB_MC	Bos indicus	Bos indicus	Scaffold	ok	JASFDU010727397.1:+:1	JASFDU010727397.1	+	80.0	5086.0	5007.0	3.0	2.869869756171437	1.0	1660.0	4526.960926851431	5686.0	0.0	0.0	0.0	0.0	
GCA_032405125.2	serow.2	Capricornis sumatraensis	Capricornis sumatraensis	Chromosome	ok	CM073683.1:+:1	CM073683.1	+	21560865.0	21580732.0	19868.0	6.0	5.9385925532667585	1.0	2675.0	8549.077765980028	39868.0	0.0	0.0	0.0	0.0	
GCA_032433645.1	ASM3243364v1	Ovis aries	Ovis aries	Contig	ok	JAVYAH010485940.1:-:1	JAVYAH010485940.1	-	619.0	2626.0	2008.0	2.0	1.9766888470996673	1.0	1371.0	3230.1066541299	2971.0	0.0	0.0	0.0	0.0	
GCA_032452875.1	ARS-OSU_banteng_1.0	Bos javanicus	Bos javanicus	Chromosome	ok	CM063664.1:+:1	CM063664.1	+	33864579.0	33884465.0	19887.0	6.0	5.855389892719457	1.0	3225.0	8579.116967815837	39887.0	0.0	0.0	0.0	0.0	
GCA_033030755.1	IISER_Bind_1.0b	Bos indicus	Bos indicus	Contig	ok	JAUBKJ010000293.1:+:1	JAUBKJ010000293.1	+	2552990.0	2572870.0	19881.0	6.0	5.855389892719457	1.0	3251.0	8581.716967815837	39881.0	0.0	0.0	0.0	0.0	
GCA_033032115.1	SNNPC3_IISER1.0	Bos taurus	Bos taurus	Contig	ok	JASJPV010000924.1:+:1	JASJPV010000924.1	+	1373157.0	1393123.0	19967.0	6.0	5.855389892719457	1.0	3241.0	8580.716967815837	39967.0	0.0	0.0	0.0	0.0	
GCA_033118175.2	ASM3311817v2	Dama dama	Dama dama	Chromosome	ok	CM065627.1:+:1	CM065627.1	+	33025981.0	33045086.0	19106.0	6.0	5.849251199470406	1.0	2861.0	8540.875359841122	39106.0	0.0	0.0	0.0	0.0	
GCA_033439445.1	ASM3343944v1	Ovis aries	Ovis aries	Chromosome	ok	CM065858.1:+:1	CM065858.1	+	24123871.0	24144107.0	20237.0	6.0	5.816526825567228	1.0	2731.0	8518.058047670169	40237.0	0.0	0.0	0.0	0.0	
GCA_034097375.1	YAU_Btau_1.0	Bos taurus	Bos taurus	Chromosome	ok	CM067181.1:-:1	CM067181.1	-	70725149.0	70745029.0	19881.0	6.0	5.855389892719457	1.0	3242.0	8580.816967815837	39881.0	0.0	0.0	0.0	0.0	
GCA_034195675.1	ASM3419567v1	Cervus nippon	Cervus nippon	Chromosome	ok	CM067242.1:-:1	CM067242.1	-	28027631.0	28043653.0	16023.0	5.0	4.957718175135211	1.0	2571.0	7244.415452540564	36023.0	0.0	0.0	0.0	0.0	
GCA_034233915.1	ASM3423391v1	Rucervus eldii siamensis	Rucervus eldii	Scaffold	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_034233915.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_034233915.1/GCA_034233915.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_034234005.1	CU_Burmeseeldsdeer	Rucervus eldii thamin	Rucervus eldii	Scaffold	ok	JAJHSM010000009.1:+:1	JAJHSM010000009.1	+	18525858.0	18542538.0	16681.0	5.0	4.937407541921352	1.0	2651.0	7246.322262576406	36681.0	251.0	0.006842779640685913	4.0	100.0	
GCA_038088365.1	NPU_CNip_2	Cervus nippon	Cervus nippon	Chromosome	ok	CM076046.1:+:1	CM076046.1	+	38051086.0	38067114.0	16029.0	5.0	4.961007648819422	1.0	2579.0	7246.202294645826	36029.0	0.0	0.0	0.0	0.0	
GCA_038501445.1	RusAlf_1.1	Rusa alfredi	Rusa alfredi	Scaffold	ok	JBCEYX010000028.1:+:1	JBCEYX010000028.1	+	30887837.0	30904877.0	17041.0	5.0	4.957718175135211	1.0	2643.0	7251.615452540564	37041.0	100.0	0.002699711130908993	1.0	100.0	
GCA_038502695.1	ASM3850269v1	Capra falconeri	Capra falconeri	Scaffold	ok	JAWPPH010023954.1:-:1	JAWPPH010023954.1	-	1505.0	15043.0	13539.0	3.0	3.1403074620356364	1.0	1135.8	4555.67223861069	16304.0	0.0	0.0	0.0	0.0	
GCA_039877825.1	ASM3987782v1	Muntiacus vaginalis	Muntiacus vaginalis	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_039877825.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_039877825.1/GCA_039877825.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_039881165.1	ASM3988116v1	Bos indicus	Bos indicus	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_039881165.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_039881165.1/GCA_039881165.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_039881175.1	ASM3988117v1	Bos taurus	Bos taurus	Chromosome	ok	CM078299.1:+:1	CM078299.1	+	33962253.0	33982147.0	19895.0	6.0	5.855389892719457	1.0	3242.0	8580.816967815837	39895.0	0.0	0.0	0.0	0.0	
GCA_040085125.1	ASM4008512v1	Cervus nippon	Cervus nippon	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_040085125.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_040085125.1/GCA_040085125.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_040182635.1	NWIPB_Pahodg_1.0	Pantholops hodgsonii	Pantholops hodgsonii	Chromosome	ok	CM079617.1:-:1	CM079617.1	-	70394118.0	70414559.0	20442.0	6.0	5.807137154205726	1.0	2741.0	8516.241146261718	40442.0	0.0	0.0	0.0	0.0	
GCA_040259355.1	ASM4025935v1	Ovis aries	Ovis aries	Chromosome	ok	CM079910.1:+:1	CM079910.1	+	22728606.0	22748347.0	19742.0	6.0	5.81174785304632	1.0	2689.0	8512.424355913896	39742.0	0.0	0.0	0.0	0.0	
GCA_040285425.1	UOA_Tuli_1	Bos taurus	Bos taurus	Chromosome	ok	CM079957.1:+:1	CM079957.1	+	47411730.0	47431293.0	19564.0	6.0	5.855389892719457	1.0	3241.0	8580.716967815837	39564.0	0.0	0.0	0.0	0.0	
